review_text,rating,review_date,bank_id,bank_name
great app,5,2025-08-20,com.dashen.dashensuperapp,Dashen
nic,5,2025-08-20,com.dashen.dashensuperapp,Dashen
easy to use and the best one,5,2025-08-17,com.dashen.dashensuperapp,Dashen
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,com.dashen.dashensuperapp,Dashen
very good app,5,2025-08-16,com.dashen.dashensuperapp,Dashen
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,com.dashen.dashensuperapp,Dashen
አሪፍ,5,2025-08-15,com.dashen.dashensuperapp,Dashen
best but USSD is necessary,5,2025-08-15,com.dashen.dashensuperapp,Dashen
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,com.dashen.dashensuperapp,Dashen
still it's essay for user,4,2025-08-15,com.dashen.dashensuperapp,Dashen
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,com.dashen.dashensuperapp,Dashen
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,com.dashen.dashensuperapp,Dashen
good,5,2025-08-14,com.dashen.dashensuperapp,Dashen
"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,com.dashen.dashensuperapp,Dashen
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,com.dashen.dashensuperapp,Dashen
በጣም ችግር አለበት,1,2025-08-14,com.dashen.dashensuperapp,Dashen
best,5,2025-08-14,com.dashen.dashensuperapp,Dashen
great 👍 app,5,2025-08-13,com.dashen.dashensuperapp,Dashen
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,com.dashen.dashensuperapp,Dashen
ok,5,2025-08-13,com.dashen.dashensuperapp,Dashen
very poor and time taking to use,1,2025-08-13,com.dashen.dashensuperapp,Dashen
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,com.dashen.dashensuperapp,Dashen
the new version is so good I like it,5,2025-08-13,com.dashen.dashensuperapp,Dashen
excellent,5,2025-08-13,com.dashen.dashensuperapp,Dashen
good,3,2025-08-13,com.dashen.dashensuperapp,Dashen
Good,3,2025-08-12,com.dashen.dashensuperapp,Dashen
good job my dashen super app,5,2025-08-12,com.dashen.dashensuperapp,Dashen
Some connection issues,3,2025-08-12,com.dashen.dashensuperapp,Dashen
verry slow app 🤢,1,2025-08-12,com.dashen.dashensuperapp,Dashen
best bauget app,5,2025-08-12,com.dashen.dashensuperapp,Dashen
its good but he said uptede me 😠🤕,2,2025-08-12,com.dashen.dashensuperapp,Dashen
network issue,1,2025-08-12,com.dashen.dashensuperapp,Dashen
እንጠቀምበት,5,2025-08-12,com.dashen.dashensuperapp,Dashen
nice,5,2025-08-12,com.dashen.dashensuperapp,Dashen
fast and easy to use great App.,5,2025-08-12,com.dashen.dashensuperapp,Dashen
Best Performing and Fast Financial app,5,2025-08-12,com.dashen.dashensuperapp,Dashen
good,5,2025-08-12,com.dashen.dashensuperapp,Dashen
well done keep it up,5,2025-08-12,com.dashen.dashensuperapp,Dashen
good but it takes forever to load,3,2025-08-12,com.dashen.dashensuperapp,Dashen
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12,com.dashen.dashensuperapp,Dashen
my favorite 💗💗💗,5,2025-08-11,com.dashen.dashensuperapp,Dashen
Good app,5,2025-08-11,com.dashen.dashensuperapp,Dashen
Good,5,2025-08-11,com.dashen.dashensuperapp,Dashen
"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,com.dashen.dashensuperapp,Dashen
"improve the app, please. it is not working. It says response timeout",1,2025-08-10,com.dashen.dashensuperapp,Dashen
modern perfect app interface with the best banking tools 👏,5,2025-08-09,com.dashen.dashensuperapp,Dashen
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,com.dashen.dashensuperapp,Dashen
"poor, glitch stack",1,2025-08-07,com.dashen.dashensuperapp,Dashen
slowest banking app ever used,3,2025-08-07,com.dashen.dashensuperapp,Dashen
Good,1,2025-08-06,com.dashen.dashensuperapp,Dashen
Good 👍,5,2025-08-05,com.dashen.dashensuperapp,Dashen
Dashen Bank super app is the best app,5,2025-08-05,com.dashen.dashensuperapp,Dashen
best,5,2025-08-02,com.dashen.dashensuperapp,Dashen
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,com.dashen.dashensuperapp,Dashen
sometimes is not working to be honest,1,2025-08-01,com.dashen.dashensuperapp,Dashen
ok,4,2025-08-01,com.dashen.dashensuperapp,Dashen
very good app,5,2025-07-30,com.dashen.dashensuperapp,Dashen
Why isn't this app working?,5,2025-07-29,com.dashen.dashensuperapp,Dashen
network error,5,2025-07-29,com.dashen.dashensuperapp,Dashen
fast,5,2025-07-29,com.dashen.dashensuperapp,Dashen
100 good,5,2025-07-29,com.dashen.dashensuperapp,Dashen
ok,5,2025-07-29,com.dashen.dashensuperapp,Dashen
Good,5,2025-07-28,com.dashen.dashensuperapp,Dashen
It stop working most of the time.,2,2025-07-28,com.dashen.dashensuperapp,Dashen
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,com.dashen.dashensuperapp,Dashen
wow,5,2025-07-26,com.dashen.dashensuperapp,Dashen
Best app,5,2025-07-25,com.dashen.dashensuperapp,Dashen
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,com.dashen.dashensuperapp,Dashen
amazing product,5,2025-07-23,com.dashen.dashensuperapp,Dashen
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,com.dashen.dashensuperapp,Dashen
ok,5,2025-07-22,com.dashen.dashensuperapp,Dashen
like it,5,2025-07-22,com.dashen.dashensuperapp,Dashen
Great always one step ahead and most reliable bank,5,2025-07-22,com.dashen.dashensuperapp,Dashen
u need to start cash out service,4,2025-07-22,com.dashen.dashensuperapp,Dashen
all in one super app,5,2025-07-21,com.dashen.dashensuperapp,Dashen
Fayla,5,2025-07-20,com.dashen.dashensuperapp,Dashen
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,com.dashen.dashensuperapp,Dashen
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,com.dashen.dashensuperapp,Dashen
"Best App .. Good job, Dashen Bank",5,2025-07-16,com.dashen.dashensuperapp,Dashen
good application,5,2025-07-15,com.dashen.dashensuperapp,Dashen
Excellent App ...,5,2025-07-15,com.dashen.dashensuperapp,Dashen
the worst app I have ever seen,1,2025-07-14,com.dashen.dashensuperapp,Dashen
very good compared to Amole!,5,2025-07-13,com.dashen.dashensuperapp,Dashen
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,com.dashen.dashensuperapp,Dashen
👍😊😊😊,5,2025-07-12,com.dashen.dashensuperapp,Dashen
nice,5,2025-07-12,com.dashen.dashensuperapp,Dashen
Great application,5,2025-07-12,com.dashen.dashensuperapp,Dashen
very nice app,4,2025-07-11,com.dashen.dashensuperapp,Dashen
I am entreated app.,5,2025-07-09,com.dashen.dashensuperapp,Dashen
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,com.dashen.dashensuperapp,Dashen
best app with best bank,5,2025-07-02,com.dashen.dashensuperapp,Dashen
alway slow loading,1,2025-06-30,com.dashen.dashensuperapp,Dashen
Best,5,2025-06-29,com.dashen.dashensuperapp,Dashen
good,5,2025-06-27,com.dashen.dashensuperapp,Dashen
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,com.dashen.dashensuperapp,Dashen
nice,5,2025-06-26,com.dashen.dashensuperapp,Dashen
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,com.dashen.dashensuperapp,Dashen
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,com.dashen.dashensuperapp,Dashen
nice app but limit up to max 600000,5,2025-06-24,com.dashen.dashensuperapp,Dashen
wow,5,2025-06-22,com.dashen.dashensuperapp,Dashen
Super,5,2025-06-21,com.dashen.dashensuperapp,Dashen
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,com.dashen.dashensuperapp,Dashen
nice app but transaction limet not enough,5,2025-06-17,com.dashen.dashensuperapp,Dashen
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,com.dashen.dashensuperapp,Dashen
incredible,5,2025-06-14,com.dashen.dashensuperapp,Dashen
perfect,4,2025-06-14,com.dashen.dashensuperapp,Dashen
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,com.dashen.dashensuperapp,Dashen
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,com.dashen.dashensuperapp,Dashen
wow,5,2025-06-12,com.dashen.dashensuperapp,Dashen
very good .,5,2025-06-09,com.dashen.dashensuperapp,Dashen
wow,5,2025-06-09,com.dashen.dashensuperapp,Dashen
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,com.dashen.dashensuperapp,Dashen
love,3,2025-06-06,com.dashen.dashensuperapp,Dashen
መቸሸጠ,5,2025-06-03,com.dashen.dashensuperapp,Dashen
wow,5,2025-06-03,com.dashen.dashensuperapp,Dashen
gadaa,5,2025-06-01,com.dashen.dashensuperapp,Dashen
Massive upgrade from the Amole app.,5,2025-05-31,com.dashen.dashensuperapp,Dashen
good,4,2025-05-31,com.dashen.dashensuperapp,Dashen
very good for this app,5,2025-05-31,com.dashen.dashensuperapp,Dashen
top,5,2025-05-31,com.dashen.dashensuperapp,Dashen
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,com.dashen.dashensuperapp,Dashen
Wow,5,2025-05-30,com.dashen.dashensuperapp,Dashen
good,5,2025-05-30,com.dashen.dashensuperapp,Dashen
wow to it saff and this app,5,2025-05-30,com.dashen.dashensuperapp,Dashen
it too slow,3,2025-05-29,com.dashen.dashensuperapp,Dashen
ዳሽን ባንክ ይለያል,4,2025-05-28,com.dashen.dashensuperapp,Dashen
👍👍👍,5,2025-05-28,com.dashen.dashensuperapp,Dashen
good,5,2025-05-28,com.dashen.dashensuperapp,Dashen
nice application,5,2025-05-27,com.dashen.dashensuperapp,Dashen
good,5,2025-05-27,com.dashen.dashensuperapp,Dashen
wow,5,2025-05-27,com.dashen.dashensuperapp,Dashen
useless app ever loading take long,1,2025-05-27,com.dashen.dashensuperapp,Dashen
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,com.dashen.dashensuperapp,Dashen
very useful App,1,2025-05-26,com.dashen.dashensuperapp,Dashen
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,com.dashen.dashensuperapp,Dashen
Wawww,5,2025-05-24,com.dashen.dashensuperapp,Dashen
very Nice,5,2025-05-23,com.dashen.dashensuperapp,Dashen
its best,5,2025-05-23,com.dashen.dashensuperapp,Dashen
it is not as good as to the other mobile bank app.,1,2025-05-22,com.dashen.dashensuperapp,Dashen
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,com.dashen.dashensuperapp,Dashen
wow,5,2025-05-20,com.dashen.dashensuperapp,Dashen
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,com.dashen.dashensuperapp,Dashen
good,5,2025-05-20,com.dashen.dashensuperapp,Dashen
its best,5,2025-05-19,com.dashen.dashensuperapp,Dashen
The best app ever in finance sector,5,2025-05-18,com.dashen.dashensuperapp,Dashen
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,com.dashen.dashensuperapp,Dashen
dashen bank or dashen super app?,1,2025-05-17,com.dashen.dashensuperapp,Dashen
wowwwe app,5,2025-05-17,com.dashen.dashensuperapp,Dashen
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,com.dashen.dashensuperapp,Dashen
good,5,2025-05-16,com.dashen.dashensuperapp,Dashen
always lagging,1,2025-05-16,com.dashen.dashensuperapp,Dashen
Amazing Application...,5,2025-05-16,com.dashen.dashensuperapp,Dashen
Fantastic,5,2025-05-16,com.dashen.dashensuperapp,Dashen
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,com.dashen.dashensuperapp,Dashen
its my choice,5,2025-05-15,com.dashen.dashensuperapp,Dashen
wow apo,5,2025-05-15,com.dashen.dashensuperapp,Dashen
awesome app keep going,5,2025-05-14,com.dashen.dashensuperapp,Dashen
wow,5,2025-05-14,com.dashen.dashensuperapp,Dashen
👍,5,2025-05-14,com.dashen.dashensuperapp,Dashen
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,com.dashen.dashensuperapp,Dashen
Game changer,5,2025-05-13,com.dashen.dashensuperapp,Dashen
Totally amazing,5,2025-05-13,com.dashen.dashensuperapp,Dashen
super 😎,5,2025-05-13,com.dashen.dashensuperapp,Dashen
what a helpful app!!!!,5,2025-05-13,com.dashen.dashensuperapp,Dashen
Good,4,2025-05-13,com.dashen.dashensuperapp,Dashen
nice,5,2025-05-13,com.dashen.dashensuperapp,Dashen
wow,5,2025-05-13,com.dashen.dashensuperapp,Dashen
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,com.dashen.dashensuperapp,Dashen
fast,5,2025-05-12,com.dashen.dashensuperapp,Dashen
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,com.dashen.dashensuperapp,Dashen
good,5,2025-05-09,com.dashen.dashensuperapp,Dashen
Amazing app super easy to use and best design. loved it.,5,2025-05-09,com.dashen.dashensuperapp,Dashen
its the best ever,5,2025-05-09,com.dashen.dashensuperapp,Dashen
nice,5,2025-05-08,com.dashen.dashensuperapp,Dashen
excellent game changer App,5,2025-05-08,com.dashen.dashensuperapp,Dashen
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,com.dashen.dashensuperapp,Dashen
it seems me logging out within minutes,1,2025-05-03,com.dashen.dashensuperapp,Dashen
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,com.dashen.dashensuperapp,Dashen
yes i want dashen super open,5,2025-05-02,com.dashen.dashensuperapp,Dashen
faster than this version,5,2025-05-01,com.dashen.dashensuperapp,Dashen
"Best UI mobile banking app, props to design team",5,2025-04-30,com.dashen.dashensuperapp,Dashen
thank you,4,2025-04-30,com.dashen.dashensuperapp,Dashen
great app,5,2025-04-30,com.dashen.dashensuperapp,Dashen
bad.,1,2025-04-30,com.dashen.dashensuperapp,Dashen
dashen super app is secure band very easy,5,2025-04-29,com.dashen.dashensuperapp,Dashen
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,com.dashen.dashensuperapp,Dashen
best app I have ever seen,5,2025-04-29,com.dashen.dashensuperapp,Dashen
best of best,5,2025-04-29,com.dashen.dashensuperapp,Dashen
waw,5,2025-04-28,com.dashen.dashensuperapp,Dashen
best app,5,2025-04-28,com.dashen.dashensuperapp,Dashen
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,com.dashen.dashensuperapp,Dashen
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,com.dashen.dashensuperapp,Dashen
wow appl,5,2025-04-28,com.dashen.dashensuperapp,Dashen
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,com.dashen.dashensuperapp,Dashen
very nice,5,2025-04-26,com.dashen.dashensuperapp,Dashen
great,4,2025-04-26,com.dashen.dashensuperapp,Dashen
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,com.dashen.dashensuperapp,Dashen
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,com.dashen.dashensuperapp,Dashen
Very easy and Fast.,5,2025-04-24,com.dashen.dashensuperapp,Dashen
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,com.dashen.dashensuperapp,Dashen
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,com.dashen.dashensuperapp,Dashen
execellent,5,2025-04-24,com.dashen.dashensuperapp,Dashen
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,com.dashen.dashensuperapp,Dashen
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,com.dashen.dashensuperapp,Dashen
it is incredible product.,5,2025-04-23,com.dashen.dashensuperapp,Dashen
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,com.dashen.dashensuperapp,Dashen
best app,5,2025-04-23,com.dashen.dashensuperapp,Dashen
ok,5,2025-04-23,com.dashen.dashensuperapp,Dashen
"It's an amazing app, experience it!!",5,2025-04-23,com.dashen.dashensuperapp,Dashen
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,com.dashen.dashensuperapp,Dashen
It is the best application!!!,5,2025-04-22,com.dashen.dashensuperapp,Dashen
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,com.dashen.dashensuperapp,Dashen
its features are so dynamic,5,2025-04-22,com.dashen.dashensuperapp,Dashen
fast &Friendly user Application.,5,2025-04-22,com.dashen.dashensuperapp,Dashen
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,com.dashen.dashensuperapp,Dashen
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,com.dashen.dashensuperapp,Dashen
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,com.dashen.dashensuperapp,Dashen
Great for everyday banking and payments on the go,5,2025-04-22,com.dashen.dashensuperapp,Dashen
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,com.dashen.dashensuperapp,Dashen
making transactions has never been easier. the new update is just amazing,5,2025-04-22,com.dashen.dashensuperapp,Dashen
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,com.dashen.dashensuperapp,Dashen
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,com.dashen.dashensuperapp,Dashen
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,com.dashen.dashensuperapp,Dashen
Convenient!,5,2025-04-22,com.dashen.dashensuperapp,Dashen
It is an amazing application that meets the needs of customers.,5,2025-04-22,com.dashen.dashensuperapp,Dashen
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,com.dashen.dashensuperapp,Dashen
the best Supper App ever,5,2025-04-22,com.dashen.dashensuperapp,Dashen
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,com.dashen.dashensuperapp,Dashen
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,com.dashen.dashensuperapp,Dashen
Dashen bank is my number one choice,5,2025-04-22,com.dashen.dashensuperapp,Dashen
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,com.dashen.dashensuperapp,Dashen
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,com.dashen.dashensuperapp,Dashen
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,com.dashen.dashensuperapp,Dashen
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,com.dashen.dashensuperapp,Dashen
Very convenient,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,com.dashen.dashensuperapp,Dashen
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,com.dashen.dashensuperapp,Dashen
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,com.dashen.dashensuperapp,Dashen
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
thanks again,5,2025-04-21,com.dashen.dashensuperapp,Dashen
Super Easy To Use and Fast Transaction.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
what an App,5,2025-04-21,com.dashen.dashensuperapp,Dashen
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,com.dashen.dashensuperapp,Dashen
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,com.dashen.dashensuperapp,Dashen
the chat banking and unique and only app that alow money request!!,5,2025-04-21,com.dashen.dashensuperapp,Dashen
Better and inclusive app!,5,2025-04-21,com.dashen.dashensuperapp,Dashen
Amazing Application,5,2025-04-21,com.dashen.dashensuperapp,Dashen
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,com.dashen.dashensuperapp,Dashen
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,com.dashen.dashensuperapp,Dashen
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,com.dashen.dashensuperapp,Dashen
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,com.dashen.dashensuperapp,Dashen
it's a hestorical app. in the bank industry.,5,2025-04-21,com.dashen.dashensuperapp,Dashen
